uuid,course_code,course_acronym,course_name,dept_acronym,description,credits,prerequisites,antirequisites,semester,semester_type,professor_allocated,schedule,related_course_codes,created_at,updated_at,suitable tags
69ede040-6f8b-4ff5-8a75-81795bcd888a,CSE112,CO,Computer Organization,CSE,"This course considers a computer as a stand alone device. It deals with basic computer functionality, and how it is realized in software. We deal in detail with the hardware organization that delivers it. The layers in the computer organization are revealed systematically and the manner in which organizational components are managed is described. The course lays the basis for more advanced topics in computer science, both hardware and software.",4,ECE111,,2,winter,Sujay Deb,"[{""day"": ""Tuesday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}, {""day"": ""Friday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}]",,52:14.0,52:14.0,"computer-architecture, cpu-design, instruction-set, memory-hierarchy, pipelining, microarchitecture"
6a0e9071-2ab8-4214-95b4-924be8a97e38,MTH371,SPA,Stochastic Processes and Applications,MTH,"This is a second course in Probability Theory and Stochastic Processes. It assumes a background in elementary probability theory which will be reviewed and overviewed initially. The course then develops the necessary mathematics and intuition to understand discrete and continuous stochastic processes. Students will learn not merely results but proofs as well. This will help students firmly understand the underlying mathematics and provide the intuition for setting up a model in a specific application or a problem. These problems can be from diverse fields such as engineering, physics, operations research, economics, finance, or statistics.",4,MTH201,,5,monsoon,Sanjit Kaul,"[{""day"": ""Wednesday"", ""end_time"": ""12:30"", ""start_time"": ""11:00""}, {""day"": ""Friday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}]",,52:16.5,52:16.5,"stochastic-processes, markov-chains, brownian-motion, probability-theory, mathematical-modeling"
6a0efabb-deb8-48ae-aec5-da2014db13ec,MTH359,NDMA,Nonlinear Dynamics and Chaos (NDC),MTH,"This course is aimed at students taking a first course in the subject of nonlinear dynamics and chaos. The course presentation stresses on analytical methods, concrete examples and geometric intuition. The theory is developed systematically, starting with first order differential equations and their bifurcations, followed by phase plane analysis, limit cycles and their bifurcations and leading to chaos, iterated maps, period doubling, fractals and strange attractors. Adequate emphasis is placed on physically motivated applications",4,MTH100,,,monsoon,TBA,[],MTH559,52:16.5,52:16.5,"chaos-theory, nonlinear-systems, bifurcations, attractors, dynamic-systems, mathematical-physics"
6a313a00-f5fa-4759-af11-91099f9fec1e,CSE656,IIA,Information Integration and Applications,CSE,"Strictly typed data in an enterprise can be meaningfully decomposed at a fine granularity and stored in a relational database. Such data is mostly operational business data (e.g. sales, accounting, payroll, inventory), and has been the mainstay of database systems since their inception. Enterprises have gathered this information (based on the view defined) from multiple data sources and stored it in a central repository, called data warehousing, for decision support functionalities and data analysis. This kind of analysis is best-suited when the support for decision making is based on the historical or point-in-time view of the business, not on a (near) real-time view and/or knowledge. Since the “structured” data constitutes only a fraction of the entire information content within an enterprise, which also includes “unstructured” content like reports, email, meeting minutes, web-pages etc, the enterprises are now realizing to integrate their entire information sources across structured and unstructured data sources. The objective of this course is to cover the various methods of integrating homogeneous and heterogeneous information (structured/semi-structured (XML) and unstructured) through schema integration (virtual and materialized), entity extraction and matching, etc. This course will be equally focused on implementation and developing an application to demonstrate the leaned techniques for new ways to integration information. These technologies will be useful in several information integration applications domains, such as financial services, retails, telcos, social analytics, legal and compliance, and customer relationship management. These applications may require integration of information (in real-time) based on events and business policies.",4,CSE202,,5,monsoon,Mukesh Mohania,"[{""day"": ""Tuesday"", ""end_time"": ""12:30"", ""start_time"": ""11:00""}, {""day"": ""Friday"", ""end_time"": ""12:30"", ""start_time"": ""11:00""}]",,52:14.0,52:14.0,"data-integration, heterogeneous-data, semantic-web, data-fusion, linked-data, query-processing"
6b18486f-6b22-4a3d-b8ec-24aa3c654743,CSE319,MAD,Modern Algorithm Design,CSE,"The field of algorithm design has matured and grown in scope over the last sixty years - starting with the basic algorithmic questions of sorting and searching, to algorithms for problems from various disciplines; so that neary every field of human endeavour is being revolutionized by the algorithmic viewpoint. Students of this course will learn to use these modern tools irrespective of their future field of study or specialization. Also, this course attempts to give the interested students some ideas of recent trends of research in algorithm design.",4,CSE222,,5,monsoon,Syamantak Das,"[{""day"": ""Tuesday"", ""end_time"": ""12:30"", ""start_time"": ""11:00""}, {""day"": ""Friday"", ""end_time"": ""12:30"", ""start_time"": ""11:00""}]",CSE519,52:14.0,52:14.0,"advanced-algorithms, randomized-algorithms, approximation-algorithms, graph-algorithms, optimization"
6bea5e06-832f-4839-ad47-a5fd171d90f6,MTH516,ANNT,Analytic Number Theory,MTH,Analytic Number Theory is a branch of mathematics that uses analytic tools to solve number theoritic problems. It is well-known for its results on prime numbers (Prime Number Theorem and Riemann Zeta function). In this course the main aim is to study the Riemann Zeta function and its connection with the distribution of prime numbers and finally to prove the Prime Number Theorem - PNT using analytic tools.,4,MTH341,,,winter,TBA,[],,52:16.5,52:16.5,"analytic-number-theory, prime-distribution, zeta-functions, dirichlet-series, modular-forms, arithmetic"
6c95d369-7e1e-4eea-a386-6b7a00822c9d,MTH377,COO,Convex Optimization,MTH,"Convex optimization problems constitute an important class of optimization problems for which there is a complete mathematical theory as well as efficient algorithms. As such they have been usefully applied in diverse areas of economics, operations research and engineering. The philosophy behind the course is that an initial investment in structure theory of convex sets and functions yields rich dividends in terms of a better vision of convex (and even non-convex) optimization problems.",4,MTH100,,,winter,Ruhi Sonal,"[{""day"": ""Wednesday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""},{""day"": ""Friday"", ""end_time"": ""12:30"", ""start_time"": ""11:00""}]",MTH577,52:16.5,52:16.5,"optimization-theory, convex-functions, duality-theory, mathematical-programming, convex-analysis, engineering-math"
6e2b1224-8d2f-4308-9fcc-8b468bf374e6,ECE211,ESD,Electronic System Design,ECE,"The aim of the course is to develop an appreciation and understanding of the processes for design of electronic instruments, gadgets and systems through a hands-on project approach. The course outcomes include (a) the ability to plan and partition the user requirement of any electronic gadget or system in smaller, manageable building blocks and then (b) implement them using contemporary available technology, including microcontrollers, sensors, input devices and output actuators in a professional enclosure with suitable user interface; (c) select and program microcontroller platforms based on user requirements (d) design suitable power supply for the system (e) debug and document the entire system.",4,,,4,winter,Alok Mittal,"[{""day"": ""Tuesday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}, {""day"": ""Friday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}]",,52:16.5,52:16.5,"circuit-design, embedded-systems, system-level-design, hardware-integration, pcb-design"
6e7207db-0c8e-40d7-8344-f361711a9b47,ECE215,CTD,Circuit Theory and Devices,ECE,"This is a 4 credit core course for second year undegraduate ECE students. The objectives of the course is to develop problem solving skills related to transient, sinusoidal and frequency-domain circuit analysis techniques. The lab component of the course will develop skills related to design, simulation, fabrication and testing of simple circuits.",4,,,3,monsoon,Pragya Kosta,"[{""day"": ""Monday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}, {""day"": ""Wednesday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}]",,52:16.5,52:16.5,"circuit-theory, passive-devices, network-analysis, transient-analysis, basic-electronics"
6ea34169-1d7e-46e9-9a23-57bee18e8337,ECE523A,DPD,Digital Processor Design,ECE,"This course will introduce students to the evolution of processor architecture with focus on RISC V Processors. Various building blocks of RISC V processors along with their implemention using System Verilog will be discussed. Various processor architectures such as single, multi cycle and pipelined versions will be realized using system verilog and compared in terms of their performance.",4,ECE111,,,monsoon,TBA,[],,52:16.5,52:16.5,"digital-logic, processor-architecture, datapath-design, pipelining, control-units, vhdl-verilog"
6f4cf2ef-d1f9-4056-9e76-5f02c9f8dc14,SSH362,USPP,Urban Space and Political Power,SSH,"This course will enable students to evaluate urban governance practices. It draws on the ideas of 'space' and 'political power' to develop insights into the nature of urban governance and politics. With this main objective in mind, the course is broadly divided in two parts: the first part engages with the concepts of ‘space’, ‘political power’ and ‘urban governance’. The second part, introduces urban processes and events from the urban conglomeration of Delhi to empirically populate and exemplify the concepts discussed in the first half of the course. By the end of the course, the students will be able to develop an understanding of the ideas of 'space' and 'political power', and the distinctiveness of urban governance, especially in Delhi.",4,,,5,monsoon,TBA,[],SSH562,52:21.9,52:21.9,"urban-politics, spatial-theory, public-policy, sociology, architecture-and-power, urban-planning"
6fcaa7a1-d52b-42c1-9c88-917b97e34e66,ECE600A,OOPD,Object Oriented Programming and Design,ECE,"It is a 2 credit postgraduate level core course in advanced object oriented programming, designed to improve programming skills, and ability to use contemporary software development practices and tools. The course curriculum focuses on large software development, collaborative development environment, automatic testing and deployment, common libraries and continuous integration. It also aims to enhance the quality of design in terms of scalability and maintainability with design principles and design patterns. Along with course, students get an opportunity to learn development tools like IDEs and common frameworks.",2,,,,monsoon,TBA,[],CSE600A,52:14.0,52:14.0,"object-oriented-programming, oop, software-design-patterns, class-hierarchy, java-cpp"
7021afba-8e0e-42f4-afa3-baf55838180d,ENT302,DTI,Design Thinking and Innovation,SSH,"Design Thinking has been recognized the world over as an important skill to successfully harness the power of non-linear, creative and empathetic approaches. Professional success in the past has largely been about replicating prior period successes into a relatively similar and predictable future. Therefore education around the world has focused on linear, analytical, and sequential thinking. However, the present we are operating in, and the future we are heading into is going to be significantly different from the past that we have come from. It is going to be more uncertain, unpredictable, and exponential, resulting in greater complexity along with exponential opportunities and exponential organizations. While logical, linear, analytical and sequential thinking will continue to be required it will not be sufficient to thrive in this future. Individuals and organizations will also need to adopt non-linear, intuitive, empathetic and creative thinking to succeed in this uncertain future. A whole new way of thinking will be required.",4,,,6,winter,TBA,[],,52:21.9,52:21.9,"design-thinking, creativity, ideation, prototyping, entrepreneurship, user-centered-design"
70649378-495b-4fe4-a825-63de61bba7a3,SOC311,AERM,Advance Ethnographic Research Methods,SSH,"This course introduces diverse ethnographic methods and epistemologies in sociology/anthropology: participant observation, visual sources, archival documents, oral narratives, visual as well as digital resources. It exposes students to data gathering techniques, designing a research proposal, conducting structured and unstructured interviews, while at the same time introducing key debates on the conditions of producing knowledge. The course will encourage students to think reflexively while designing their research proposals, by asking how the social position of the researcher is connected to data production. Through this, questions of objectivity, interpretation, and social construction in the production of ethnographic knowledge will be explored, by bringing questions of power and the politics of representation in the production of social ‘facts’. At the end of the course, students will be able to be able to design research projects and write grant applications, while being reflexive of the location through which research is produced.",4,SSH201,,5,monsoon,Soibam Haripriya,"[{""day"": ""Tuesday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}, {""day"": ""Thursday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}]",SOC501,52:19.3,52:19.3,"ethnography, qualitative-research, participant-observation, fieldwork, cultural-analysis"
72040b39-cdd2-4429-b57e-ea7ac2af0557,ECE571,OCNS,Optimal Control Systems,ECE,"Optimal control systems is a topic that is widely used in several fields’ like transportation, aerospace bio-informatics and economics. The goal of this course is to provide advanced knowledge in formulating an optimal control problem, analyzing its properties and then solving the problem using various linear and nonlinear optimization based techniques. The course is theoretical but has implementation and problem solving components.",4,,,,winter,TBA,[],,52:16.5,52:16.5,"control-theory, optimization, kalman-filter, lqr, state-feedback, stability-analysis"
736ad9a0-cab6-47f8-a3a6-2042ecc5138e,MTH599,VCA,Variational Calculus and their Applications,MTH,"This course is designed as an introduction to the theory and applications of Variational Calculus to problems in geometry, differential equations and physics, particularly mechanics. This course assumes very limited knowledge of vector calculus, ordinary differential equations and basic mechanics. Many new applications in applied mathematics, physics, chemistry, biology and engineering are included. This course will serve as a reference for advanced study and research in this subject as well as for its applications in the fields of industrial control systems and instrumentation engineering, nanoscience and software development.",4,MTH203,,,winter,TBA,[],,52:16.5,52:16.5,"calculus-of-variations, functional-optimization, physics-modeling, math-theory, lagrangian-methods"
7383dbf4-f282-494a-95fd-75ce7611e0e8,DES535,UC,Ubiquitous Computing,DES,"The course offers a comprehensive introduction to Ubiquitous Computing, in which the students can learn about the seamless integration of computing techniques in the environment. The course on this emerging field is focused on the basic principles, methodologies, and applications of Ubiquitous Computing. It focuses on ambient and context-aware computing, location and motion sensing, and physiological sensing. Along with the principles and methodologies of Ubiquitous Computing, the students will explore the scope and design of real-world applications that sense, process, and respond seamlessly based on the user's context. Through hands-on activities and assignments, the students will be familiarised with sensors, conceptual designs of assistive systems, data, data processing, and visualization; some of the key components of Ubiquitous Computing. The course also includes an understanding of Affective and Wearable computing through case studies, discussions, and hands-on experiments.",4,,,6,winter,Pragma Kar,"[{""day"": ""Monday"", ""end_time"": ""16:30"", ""start_time"": ""15:00""}, {""day"": ""Wednesday"", ""end_time"": ""16:30"", ""start_time"": ""15:00""}]",,52:19.3,52:19.3,"ubiquitous-computing, pervasive-systems, iot, human-computer-interaction, context-aware-computing"
74f3a953-e6e3-4636-a906-11a72364be39,DES527,UDXR,User Experience Design of XR,DES,"This course covers the user experience (UX design) fundamentals for XR (i.e., Augmented / Virtual/ Mixed Reality). Aspects related to the human-centered design process, 3D interactions and Interface Design, and human-factors issues associated with XR will be discussed. The course will briefly cover the development of AR/VR applications using Unity. This hands-on, project-based course with an emphasis on prototyping, testing, and evaluating the XR applications.",4,"DES102,CSE101",,5,monsoon,Anmol Srivastava,"[{""day"": ""Monday"", ""end_time"": ""18:00"", ""start_time"": ""16:30""}, {""day"": ""Wednesday"", ""end_time"": ""18:00"", ""start_time"": ""16:30""}]",,52:19.3,52:19.3,"ux-design, extended-reality, vr-ar, interaction-design, hci, immersive-media"
75168e46-675a-4b92-a007-ef8b7100506e,ECO341,MDP,Markov Decision Processes,SSH,"Dynamic programming techniques are usefully applied in dynamic models of economics, game theory, operations research and engineering. This course develops the Bellman's principle of optimality in some prominent formulations of the dynamic programming model with a finite/countable state space and discrete time. Some leading applications are discussed as illustrations of the solution methodology.",4,"MTH100,MTH201,MTH203",,,monsoon,TBA,[],ECO541,52:19.3,52:19.3,"mdp, reinforcement-learning, dynamic-programming, decision-theory, stochastic-control"
77918887-f339-4c9a-99cb-c706a39db8cd,CSE5GP,GP,Geometry Processing,CSE,"This course is about providing a structured learning of digital shape representation and processing. 3D shapes around us can be acquired through various means. We will learn about data structures to efficiently store these shapes in digital form, theoretical background to understand various properties of curves and surfaces, analysis and editing of shapes. Understanding geometric representations and manipulations have wide applications in scientific simulations, spatial data analysis, CAD/CAM, computer game develepment, medical imaging, computer vision, and 3D printing.",4,CSE101,,,monsoon,TBA,[],,52:14.0,52:14.0,"geometry-processing, 3d-modeling, mesh-optimization, computer-graphics, numerical-geometry"
78e1874c-ab03-4887-bc9d-2d99a09a0af7,MTH506,TML,Topics in Mathematical Logic,MTH,"This course is a sequel to IML (MTH 300) and will begin with relational structures as interpretations for first-order languages. We will discuss the relationship between, on one hand mathematical theories, described in formal languages, and on the other, mathematical structures realizing those theories. This will be followed by detailed discussions on Gödel’s completeness theorems and its corollaries thus entering into what is known as Model Theory. We will discuss the Löwenheim-Skolem theorems, categoricity, model completeness, decidability, quantifier elimination.",4,MTH300,,,monsoon,TBA,[],,52:16.5,52:16.5,"mathematical-logic, proof-theory, model-theory, set-theory, computability, logic-foundations"
79044f92-32db-4124-b0f4-a27ad1c06980,ECO313,MD,Market Design,SSH,"The theory of auctions has been one of the most important successes of applied game theory. It has become a central institution for resource allocation in real world markets; instrumental in allocating resources as varied as natural resources, spectrum rights, electricity generating capacity and more. This course aims to prepare the students to be able to analyze auctions and internet marketplaces using tools from economics and game theory.",4,ECO311,,,winter,TBA,[],,52:19.3,52:19.3,"market-design, game-theory, auctions, matching-theory, economic-systems, incentive-analysis"
7a6dd070-53b4-40df-b512-ad8bd71ae108,SSH240,PDE,Politics in Digital Era,SSH,"Popular accounts like the one by a former Google CEO of the 'new digital age' tend to underestimate the role of state institutions. This course helps to address this gap by conceptualising the rise of digital technologies in relation to the theories of power, in particular, the disruptive nature of technological change for the state. In this introductory course, we begin by considering the theoretircal foundations of the state by reviewing core concepts grounded in political science. In the first part, we conceptualize the idea of the state through diverse lenses, including international relations, political economy a well as theories of knowledge/power and the way these have conceptualized technological change. Drawing on in-depth case studies of impact of the digital, we then develop the idea of 'disruptive power' as a driving force of politics in the digital era. In the second part of the course we consider the how such 'disruptive power' is being exercised, and also resisted across various contexts. Along the way we explore the major crises in world politics, including humanitarian issues, fake news, surveillance and the impact of AI.",4,,,3,monsoon,Aasim Khan,"[{""day"": ""Monday"", ""end_time"": ""18:00"", ""start_time"": ""16:30""}, {""day"": ""Wednesday"", ""end_time"": ""18:00"", ""start_time"": ""16:30""}]",,52:21.9,52:21.9,"digital-politics, cyber-activism, surveillance, political-communication, data-politics, tech-policy"
7a86c6d5-e066-41bd-b791-a8eaf8af1063,PSY302,SP,Social Psychology,SSH,"The course is an exploration of the prevailing theories, topics and empirical methods in the study of Social Psychology. It will specifically focus on five main areas: the science of Social Psychology and its theoretical foundations ; research methods used in Social Psychology research ; the individual in context to the social world ; an individual's impact on another individual or group/s ; The dynamics of social relationships.",4,,,6,winter,Dr Ratan Suri,"[{""day"": ""Tuesday"", ""end_time"": ""18:00"", ""start_time"": ""16:30""}, {""day"": ""Thursday"", ""end_time"": ""18:00"", ""start_time"": ""16:30""}]",,52:19.3,52:19.3,"social-psychology, behavior, attitudes, group-dynamics, social-influence, interpersonal-relations"
7ab3d588-5277-46f1-9442-867d4796af22,SSH124,CT,Critical Thinking,SSH,"This course introduces the learner to the fundamentals of critical thinking and informal logic. We will use a ‘mixed’ instructional methodology that includes lecture, Q&A, learning team activities, discussion of videos, slides, print articles and the text.",4,,SSH101,6,winter,TBA,[],,52:21.9,52:21.9,"critical-thinking, logic, reasoning-skills, argument-analysis, philosophy, cognitive-biases"
7ab78642-b047-42a6-b2b3-3fc28045fe6e,ECE538,WN,Wireless Networks,ECE,"This course will cover a variety of mobile systems (wireless LANs, cellular systems, and sensor networks). This course will cover design of various layers in the network stack in the context of wireless communication. This course will cover challenges in mobile systems.",4,CSE232,,,winter,TBA,[],CSE538,52:14.0,52:14.0,"wireless-networks, wifi, 5g, mac-protocols, routing, mobile-communication"
7abf0d1d-926a-4eb6-97e6-65bc7977b5be,ECE347,ADC,Advanced Digital Communications,ECE,"This course will introduce students to the fundamental blocks that constitute a digital communication system. Starting with an introduction to source coding and characterization of communication signals and systems, the students will study the functionalities of the blocks such as Digital Modulator/ Digital Demodulator and Channel Encoder-Decoder. The performance of various digital modulation schemes along with the development of optimum receivers in the AWGN channel will be discussed. Further topics related to carrier synchronization and channel equalization shall be elaborated. Moreover, the course will also highlight the trade-off associated with bandwidth and power for linear block codes and digital modulation schemes.",4,ECE240,,,monsoon,TBA,[],ECE547,52:16.5,52:16.5,"digital-communications, modulation-coding, mimo, channel-capacity, communication-theory"
7bdcdfca-d768-41ed-b914-df2b81d7d47b,BIO524,BIP,Biomedical Image processing,BIO,"The Biomedical image processing course is meant to impart knowledge on medical and biomolecular imaging. The course introduces physical, engineering and signal processing principles needed for medical imaging and image processing. The primary focus of this course will be computational image processing methods. This course covers topics on analysis of medical images from different types of sources such as planar x-ray, x-ray computed tomography (CT), magnetic resonance imaging (MRI), nuclear medicine imaging - positron emission tomography (PET), light and confocal microscopy and electron microscopy. Students will also gain hands on experience with medical image processing software to process CT or MRI scans and construct 3D models from microscopic images.",4,,,,monsoon,TBA,[],,52:19.3,52:19.3,"biomedical-imaging, image-processing, mri, ct-scan, segmentation, medical-data-analysis"
7e1d5085-3a66-49c2-acd4-1685e01f2467,CSE662A,SCV,Special Topics in Computer Vision,CSE,This is an advanced course on Computer Vision offered to undergraduate and graduate students. The goal is to develop an understanding of a few selected topics in computer vision and enable students to understand and develop applications using existing tools. Students will be given theoretical and programming assignments targeted towards solving real-world computer vision problems.,4,ECE350,,,winter,TBA,[],,52:14.0,52:14.0,"computer-vision, deep-learning, object-detection, image-segmentation, visual-perception"
7e5bce21-dae1-4c77-906b-fa5d61eb987f,DES102,IHCI,Introduction to HCI,DES,"This course will provide a theoretical and practical understanding of human-computer interaction (HCI) design including concepts of user centered and design thinking, usability, interfaces, rapid prototyping, and evaluation. This is a project-based course where students can work on different user-centric prototypes.",4,,,1,monsoon,Sonal Keshwani / Pragma Kar,"[{""day"": ""Tuesday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}, {""day"": ""Thursday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}]",,52:16.5,52:16.5,"hci, user-centered-design, usability, interface-evaluation, interaction-design, design-principles"
7ebfe005-e3d9-450e-add7-e02fc6601b00,BIO321,ABIN,Algorithms in Bioinformatics,BIO,"This course introduces undergraduates to the outstanding promise of applied algorithmics in the field of molecular biology and human health. The course aims to bridge the gap between algorithmic thinking and biological problem-solving. As part of this course, the students will be encouraged to design algorithms and apply on real biological datasets to gain fundamental insights into biological systems/diseases. The students will get an opportunity to deep dive into the vibrant realm of high throughput molecular biology through the lense of multi-omics data analysis.",4,,,5,monsoon,Debarka Sengupta,"[{""day"": ""Wednesday"", ""end_time"": ""12:30"", ""start_time"": ""11:00""}, {""day"": ""Friday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}]",,52:19.3,52:19.3,"geometry-processing, surface-reconstruction, mesh-simplification, discrete-differential-geometry"
80455d63-91cf-47d1-a2bd-509a46b79e5d,CSE202,DBMS,Fundamentals of Database Management System,CSE,"This is a first course on database systems at the undergraduate level, covering fundamentals concepts, aspects of database design, database query languages and database system implementation. Students are taught concepts and algorithms in a general setting that is not tied to any one particular database system. The course emphasizes both theory and application of database systems. The course includes hands-on experience of designing and using databases, and building small database-backed applications.",4,CSE102,,4,winter,Mukesh Mohania / Vikram Goyal,"[{""day"": ""Monday"", ""end_time"": ""12:30"", ""start_time"": ""11:00""}, {""day"": ""Wednesday"", ""end_time"": ""12:30"", ""start_time"": ""11:00""}]",,52:14.0,52:14.0,"Introductory Course, Database Fundamentals, SQL Programming, Entity-Relationship Modeling, Transaction Control, Data Normalization, Relational Database Design"
8085adfb-a65a-4aa6-89c2-4562c257581c,SSH324,PoM,Philosophy of Mind,SSH,"What is the nature of mind/consciousness - is it immaterial or material, or both? How do we understand the relation between the mind, brain and the body on the one hand, and the mind and the external world, on the other? What is it to have a mental representation or a 'thought'? Are such mental representations, intentional states, and 'experiencing' itself (such as experiencing pain) inseparable from self-consiousness, such that without self-consciousness there can be no consciousness? Can 'thinking' be processively or functionally reproduced in computers? Is the possibility of such reproduction essential to fully grasping what the mind is? These are some of the issues that this course will investigate, by first situating them within the broader epistemological and ontological debates in which they arose, before turning to more contemporary approaches and theoretical responses.",4,SSH121,,6,winter,TBA,"[{""day"": ""Monday"", ""end_time"": ""18:00"", ""start_time"": ""16:30""}, {""day"": ""Wednesday"", ""end_time"": ""18:00"", ""start_time"": ""16:30""}]",,52:21.9,52:21.9,"Philosophy Core, Mind-Body Problem, Cognitive Theories, Metaphysics, Consciousness Studies, Neuroscience Interface, Epistemological Inquiry"
808bf6ba-4265-4a9e-a092-6c10d94e56cf,BIO523,CHI,Chemoinformatics,BIO,"he objective of this course is to provide introduction to chemoinformatics, an interdisciplinary area on the interface of chemistry, informatics and biology. The student will be provided with understanding of fundamentals of chemoinformatics and its applications. Through lectures, hands-on exercises and assignments, the student is expected to achieve a good grasp of the concepts and applications of chemoinformatics.",4,,,5,monsoon,Arul Murugan,"[{""day"": ""Wednesday"", ""end_time"": ""12:30"", ""start_time"": ""11:00""}, {""day"": ""Friday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}]",,52:19.3,52:19.3,"Chemical Data Science, Drug Design, Molecular Descriptors, QSAR, Bioinformatics Applications, Computational Chemistry, Data-Driven Chemistry"
80d0a20f-d1b5-4082-a9b3-2000ef43c776,PSY307,NDM,Neuroscience of Decision Making,SSH,"The course will introduce how perception, goals, preferences, motivation of living systems guide their selection of actions and thoughts from several possible options. The course will try to build a mechanistic understanding of the processes in the brain that support decision making and how they are flexibly updated in a dynamically changing environment. Classes will discuss relevant scientific & historical background, salient theoretical models and experimental evidence in various aspects of decision-making. An additional component will involve computational analysis of experimental datasets in this field to make inferences about brain and behaviour. The primary effort would be to make neural mechanisms accessible to the learners, expose them to possible applications and encourage them to find their own avenues of interest for translating the core principles of decision neuroscience.",4,,,5,monsoon,Mrinmoy Chakrabarty,"[{""day"": ""Monday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}, {""day"": ""Wednesday"", ""end_time"": ""11:00"", ""start_time"": ""09:30""}]",PSY507,52:19.3,52:19.3,"Cognitive Neuroscience, Brain and Behavior, Neuroeconomics, Decision Psychology, Experimental Design, Neural Decision Systems"
814712f4-1cad-4168-b8e2-83c15e8c258f,ECE323,,Intelligent Product Design Workshop,ECE,"The goal of this workshop style course is to help students move from TRL 3 ideas and Proof of Concepts to TRL 5/6 Industry relevant prototypes. The students will be required to develop their proof of concept into an aesthetically pleasing, ergonomically sound, and user-friendly intelligent product. The course builds upon courses like ESD/ PIS and reviews design concepts and teaches skills like Optimizing Bill of Materials, ensuring manufacturability and testability and repairability - aspects which are very important and relevant when moving from a PoC stage to a prototype stage. The 8-10 week workshop is intended to be run in summer semesters with support from Centre for Intelligent Product Development (CiPD) and Industry Partners wherever needed.",4,,,,monsoon,TBA,[],EVE323/ECE526,52:16.5,52:16.5,"Hands-on Learning, Embedded Design, IoT Devices, Rapid Prototyping, Smart Product Development, Human-Centered Design, Industry-Focused Skills"
815f4cbf-7208-4529-a4e5-e79b16edd4b0,CSE233,NAD,Network Administration,CSE,"This course is intended for second year B.Tech students, who wish to improve skills through hands-on experience in network administration. This course is a follow up of the course on System Administration. Students’, who successfully complete these courses, will be offered part-time work for System and Network Admin in the institute and will be expected to work for at least two semesters.",4,,,,winter,TBA,[],,52:14.0,52:14.0,"Network Fundamentals, Linux Configuration, TCP/IP Protocols, Routing & Switching, Firewalls & Security, Practical Networking Skills"
81b1e21b-896d-4c91-87f5-db8fec72278a,CSE606,DW,Data Warehouse,CSE,"The international market for Business Intelligence and Data warehouse is increasing rapidly and is currently estimated to be in hundreds of billion of US dollars. A number of Indian companies, even in NCR of Delhi, are already carrying out projects in the area. Yet, there is an acute shortage of skilled human resources in the subject and the course attempts to plug this gap. Students will be taken over the development life cycle of a data warehouse. The application environment in which a data warehouse is embedded shall be brought out so that the value of the new technology is clearly discernible.",4,CSE202,,,winter,TBA,[],,52:14.0,52:14.0," Data Engineering, OLAP Systems, Business Intelligence, ETL Pipelines, Dimensional Modeling, Data Storage Solutions"
84bca89b-b33b-46b0-91d9-3387cd1c3e61,MTH517,CMO,Combinatorial Optimization,MTH,"Combinatorial Optimization studies the structures and algorithms underlying discrete optimization problems. A central role in combinatorial optimization is played by polyhedral techniques, namely the representation of combinatorial problems as optimization problems over polyhedra or convex bodies and using the geometry to give insight into the combinatorial problems. The course will be a mix of basic and advanced topics in this area.",4,,,,winter,TBA,[],,52:16.5,52:16.5,"Discrete Optimization, Graph Algorithms, Integer Programming, Network Flows, Complexity Analysis, Theoretical Computer Science"
853946cf-46bb-4350-b06b-1e47fccc8e77,DES529,DAIDP,Design for Artificial Intelligence driven Products,DES,"Designing for AI means designing for a human-machine relationship that is in flux; this contrasts with non-AI design where the relationship is static. AI-driven products bring together a collection of technologies (machine learning, knowledge representation and reasoning, natural language processing, computer vision, and robotics) to endow machines with increasingly human-like physical, cognitive, and emotional capabilities. AI-driven products can learn from user behavior patterns and personalize the experience of a consumer. The evolution of human-machine interactions from a context where the human adapts to the machine and the machine does not (i.e., traditional human-machine interaction), to a context where the human and the machine learn from and adapt to each other requires conceptualization about the nature of relationships consumers have with AI-driven products.",4,,,6,winter,Vinish Kathuria,"[{""day"": ""Tuesday"", ""end_time"": ""16:30"", ""start_time"": ""15:00""}, {""day"": ""Thursday"", ""end_time"": ""16:30"", ""start_time"": ""15:00""}]",,52:19.3,52:19.3,"AI Integration, UX/UI for ML Systems, Human-AI Interaction, Design Thinking, Product Innovation, Applied HCI, Intelligent Systems"
